description,category,severity,source,label,augmented,scenario
"مسؤول نظام في قسم تقنية المعلومات يملك وصولاً جذرياً (Root Access) إلى خوادم قواعد بيانات نظام إدارة الرواتب والموارد البشرية (HRMS) دون تفعيل MFA على حساب الإدارة. رُصد الحساب يُنفّذ استعلامات SQL مباشرة على جداول بيانات الرواتب في أوقات غير رسمية. يُعرّض هذا الوضع بيانات رواتب أكثر من 3,000 موظف للخطر ويُشكّل مخالفة صريحة لسياسات الوصول المتميّز. تتفاقم الخطورة بسبب غياب تسجيل تفصيلي لجميع العمليات المُنفّذة.",MFA_MISSING,High,data\imtithal_violations_latest.csv,2,False,
أثناء فحص IAM الأسبوعي، حساب خدمة آلية مستخدم لجدولة تقارير الامتثال وإرسالها إلى هيئة ساما يعمل باستخدام بيانات اعتماد ثابتة دون MFA مع صلاحيات قراءة وكتابة على قاعدة بيانات الامتثال. تم اكتشاف أن بيانات اعتماد هذا الحساب مضمّنة بشكل نصي في ملفات الإعداد على الخادم. يتصل الحساب بأنظمة خارجية لإرسال التقارير الرقابية مما يزيد سطح الهجوم المحتمل. استمرار هذا الوضع يعرض سرية تقارير الامتثال للخطر.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2,True,
خلال مراجعة تدقيق داخلية، يتمتع موظف المشتريات والعقود المالية waleed_procurement بصلاحية إنشاء طلبات الشراء (Purchase Orders) وصلاحية اعتماد فواتير الموردين وتحويل المدفوعات في نظام ERP. هذا التجميع الخطير للصلاحيات يُمكّنه من إنشاء طلب شراء وهمي لمورد وهمي واعتماد الفاتورة والأمر بتحويل المبلغ دون أي رقابة خارجية. تم رصد 8 مدفوعات لموردين مستحدثين خلال الشهرين الأخيرين بدون عطاءات أو مراجعة مستقلة. قيمة هذه المدفوعات تجاوزت 1.2 مليون ريال مجتمعة.,SEGREGATION_OF_DUTIES,Critical,data\imtithal_violations_latest.csv,4,True,
"حساب بدون 2FA رغم السياسة: حساب مدير فرع بنكي يمتلك الأذونات الموافقة على قروض حتى 500,000 ريال وفتح حسابات تجارية يصل إلى التطبيق المصرفي عبر تطبيق الويب دون تفعيل MFA. تم رصد الحساب يُنفّذ عمليات موافقة على قروض في أوقات متأخرة من الليل بشكل غير معتاد. لم يُبلَّغ المدير بأن حسابه يُستخدم في هذه الأوقات مما يُرجّح أن بيانات اعتماده قد تعرضت للاختراق. يُجسّد هذا الموقف مخاطر مالية وقانونية عالية تطال البنك والعملاء على حدٍّ سواء. ويتطلب إجراءً تصحيحياً خلال 30 يوماً.",MFA_MISSING,High,data\imtithal_violations_latest.csv,2,True,
حساب admin/service account بصلاحيات زائدة: عملية بنكية: البريد الإلكتروني الداخلي والتعاون | القسم: الاستثمار | حرجية: متوسط | التهديد: انقطاع التيار الكهربائي | نقطة الضعف: ضعف كلمات المرور | الأصول: أنظمة إدارة الهوية والوصول | RTO: 12.0h | RPO: 480m,PAM,Medium,data\bank_scenarios_import.csv,3,True,
"سلوك مشبوه anomaly: ملاحظة امتثال مستخرجة من DOC:Oracle_SAMA_Advisory:044 (Oracle_SAMA_Advisory.pdf): from Threat Intelligence to Audit logs and telemetry to detect suspicious activity and report it as a problem. For more information, see docs.oracle.com/iaas/Content/Security/Concepts/security_features.htm#Cloud_Guard.  Vulnerability Scanning helps improve security posture by routinely checking compute instances and container images for potential vulnerabilities. The service generates reports with metrics and details about these vulnerabilities and assigns each a risk level. For more information, see docs.oracle.com/iaas/Content/Security/Concepts/security_features.htm#security_features_topic_Scanning. 13 Advisory: Oracle Cloud Infrastructure and Saudi Arabian Monetary Authority (SAMA) Cyber Security Framework / version 2.0 Copyright © 2023, Oracle and/or its affiliates / Public Additional",SUSPICIOUS_BEHAVIOR,Medium,legal_articles_from_pdfs.json,6,True,
"• Share and discuss the results of cybersecurity review and audit with the 
cybersecurity supervisory committee and the representative  
Expected deliverables  
• A document (such as approved policy or procedure) indicating the 
identification and documentation of the requirements related to this control  
• Audit reports (by the internal audit department or compliance department or
an independent external auditor) on all cybersecurity requirements of the 
organization  
• Evidence that the results of the cybersecurity review and audit presented to 
the cybersecurity supervisory committee and the representative  
 
1-9 
Cybersecurity in Human Resources  
Objective 
To ensure that cybersecurity risks and requirements related to personnel (employees 
and contractors) are managed efficiently prior to employment, during employment 
and after termination/separation as per organizational policies and procedures, and 
related laws and regulations",STALE_ACCOUNT,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,5,False,
تم اكتشاف أن حساب مدير النظام الرئيسي لنظام الصيرفة الأساسية يستخدم كلمة مرور تم تعيينها منذ أكثر من 730 يوماً دون أي تغيير. الكلمة المستخدمة هي 'Admin@1234' وهي تُعدّ من أكثر الكلمات شيوعاً وسهولة التخمين. يُشكّل هذا الحساب نقطة دخول حرجة لجميع عمليات النظام المصرفي الأساسي، مما يرفع مستوى الخطر إلى الحد الأقصى. تم رصد عدة محاولات دخول مشبوهة من عناوين IP خارجية على هذا الحساب خلال الأسبوع الماضي.,WEAK_PASSWORD,Critical,data\imtithal_violations_latest.csv,7,False,
يمتلك المقاول الخارجي John Mitchell المكلف بمشروع تطوير تطبيق الجوال صلاحيات الوصول وصول مباشر لقاعدة بيانات الإنتاج وصلاحية نشر الكود في بيئة الإنتاج في آن واحد. هذا يعني أنه يمكنه كتابة كود خبيث ونشره دون مراجعة أي طرف آخر. تم رصد عمليات نشر مباشرة لبيئة الإنتاج تجاوزت 15 مرة خارج نوافذ التغيير المعتمدة. يُمثل هذا خطراً بالغاً على سلامة تطبيق الخدمات المصرفية.,SEGREGATION_OF_DUTIES,High,data\imtithal_violations_latest.csv,4,True,
انتهاك فصل المهام SoD: يجمع حساب المسؤول الشبكي net_admin_alqahtani بين صلاحيات الوصول إدارة جدران الحماية وكذلك صلاحيات الوصول للأنظمة المصرفية الداخلية المحمية بتلك الجدران. يمكّنه هذا الوضع من تعطيل قواعد الحماية ثم الوصول للأنظمة الحساسة دون اكتشاف. تم رصد تعديلات على قواعد الـ firewall متزامنة مع جلسات وصول غير معتادة لنظام Core Banking. تشكّل هذه الحالة انتهاكاً صريحاً لمبدأ فصل دور حماية الشبكة عن دور استخدامها. ويُصنَّف هذا كمخاطرة تشغيلية عالية.,SEGREGATION_OF_DUTIES,High,data\imtithal_violations_latest.csv,4,True,
غياب المصادقة متعددة العوامل MFA: مقاول خارجي يعمل لحساب شركة استشارات تقنية يملك حساباً نشطاً بصلاحيات وصول إلى بيئة الاختبار لنظام إدارة المخاطر دون تفعيل MFA. انتهى عقد المقاول منذ شهرين لكن الحساب لا يزال نشطاً وقابلاً للاستخدام. تم رصد محاولات دخول ناجحة على الحساب بعد انتهاء العقد. تحتوي بيئة الاختبار على نسخ من بيانات عملاء حقيقية لم يتم تخفيف حساسيتها (Data Masking). ويُصنَّف هذا كمخاطرة تشغيلية عالية.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2,True,
حساب API Key بصلاحيات كاملة على bucket بيانات العملاء.,EXCESSIVE_PRIVILEGES,High,scenario_eval,1,False,
كلمة مرور ضعيفة أو قديمة: حساب مقاول خارجي مرتبط بشركة تقنية المعلومات المزودة لخدمات الصيانة لا يزال نشطاً ويستخدم كلمة مرور لم تتغير منذ أكثر من عامين على الرغم من انتهاء عقد الشركة قبل 6 أشهر. الحساب لا يزال يمتلك صلاحيات الوصول عن بُعد إلى بنية تحتية حساسة تشمل خوادم الشبكة الداخلية. كلمة المرور المستخدمة هي 'Vendor@2022' وهي تحتوي على السنة بشكل واضح مما يجعلها قابلة للتخمين. هذا يمثل خطراً بالغاً على أمن الشبكة الداخلية للبنك. وتم توثيق الملاحظة في تقرير التدقيق.,WEAK_PASSWORD,Critical,data\imtithal_violations_latest.csv,7,True,
