description,category,severity,source,label
"Events that may precipitate an update to 
incident response policy and procedures include assessment or audit findings, security incidents 
or breaches, or changes in laws, executive orders, directives, regulations, policies, standards, and 
guidelines",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"1-3-1-7	 In the event of risk acceptance, alternative cybersecuri-
ty controls must be clearly defined, documented, approved by the 
Authorizing Official, and implemented effectively for a defined-
period of time while reassessing the risk continuously.
1-3-1-3	 Risk register for OT/ICS cybersecurity risks must be 
included as part of the organization’s risk register",AUDIT_LOG_MISSING,Medium,pdf:NCA_OTCC.pdf,0
"Related Controls:  AC-3,  CM-8, CM-12, CM-13, PL-8, PM-22, PT-3, PT-5, SI-12, SI-18",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"CSP’s commitments to cybersecurity controls for cloud computing………………………………………..29 
Table 3",AUDIT_LOG_MISSING,Medium,pdf:NCA_CCC_Cloud.pdf,0
"Data Classification levels are assigned following an impact 
assessment determining the potential damages caused by the mishandling of data or 
unauthorized access to data",AUDIT_LOG_MISSING,Medium,pdf:DataManagementPersonalDataProtectionStandards.pdf,0
"For example, an organization may implement control CP-2 using a 
predefined template for the contingency plan for all organizational information systems with 
individual system owners tailoring the plan for system-specific uses, where appropriate",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"3- The Controller shall provide a copy of the impact assessment to any Processor acting 
on its behalf in relation to the relevant Processing",AUDIT_LOG_MISSING,Medium,pdf:ImplementingRegulationPersonalDataProtectionLaw.pdf,0
"Related Controls:  AC-3, AC-6, AU-6, AU-11, AU-14, AU-15, MP-2, MP-4, PE-2, PE-3, PE-6, SA-8, 
SC-8, SI-4",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Documents 
and 
content 
retention 
and 
disposal 
P1 
 
Version History 
June 2020 
Version 1.0 
 
 
Dependencies 
- 
DG.1: Strategy and Plan 
 
Public
  
 
 
68 
 
 
Domain Name 
Document and Content Management  
Domain ID 
DCM 
 
 
Control Name 
Training and Awareness  
Control ID 
DCM.3 
Control 
Description 
As part of the Training and Awareness control, the Entity shall conduct 
document and content management training for the Entity's employees 
 
Specification 
# 
Specification 
Name  
Control Specification 
Priority 
DCM.3.1 
Document 
and Content 
Management 
Training 
The Entity shall conduct the Document and 
Content Management training for the Entity's 
employees to increase the awareness on leading 
practices 
in 
the 
Document 
and 
Content 
Management",AUDIT_LOG_MISSING,Medium,pdf:DataManagementPersonalDataProtectionStandards.pdf,0
"•	 Enhancing the organization’s cybersecurity capabilities and resilience in cases where telework is 
exposed to cyber threats that could result in negative impacts and costly losses.
•	 Contributing to raising the level of cybersecurity at the national level.
Scope of Work and Applicability
 TCC Scope of Work 
These controls are applicable to government organizations in the Kingdom of Saudi Arabia including 
ministries, authorities, establishments and others and companies and entities, as well as private sector 
organizations owning, operating or hosting Critical National Infrastructure (CNIs), which are all 
referred to herein as “The Organization”",AUDIT_LOG_MISSING,Medium,pdf:NCA_TCC.pdf,0
"(8)
 
 يجب على مقدم
خدمة إنشاء املدفوعات 
 التواصل بشكل آمن مع مقدم خدمات
حساب املدفوعات 
 والتعريف بهويته عند
.كل عملية اتصال 
 57 
 
 املادة الثامنة والتسعون 
(1)
 
 يجب على مقدم
خدمة إنشاء املدفوعات 
 قبل إنشاء أمر خدمات مدفوعات أن يقدم إلى
الدافع 
 معلومات واضحة وشاملة
 وباللغة املتفق عليها، على أن تشمل–كحد أدنى– 
:ما يلي 
(أ)
 
 اسم مقدم
خدمة إنشاء املدفوعات",AUDIT_LOG_MISSING,Medium,pdf:SAMA_AR_1430_VER1.pdf,0
"39
Why is this Control critical?	
39
Procedures and tools	
40
Safeguards	
41
Control 8: Audit Log Management.........................................................................................",AUDIT_LOG_MISSING,Medium,pdf:CIS_Controls_v8.pdf,0
"Controller Entity Data: Entity logo, official email and contact number, and headquarters",AUDIT_LOG_MISSING,Medium,pdf:TheRulesGoverningTheNationalRegisterOfControllersWithinTheKingdomPublicEN.pdf,0
"The cyber security controls
within the cloud computing
policy for hybrid and public
cloud services should be
defined, approved and
 implemented and
communicated within
Member Organization.
3.4.3-2
2",AUDIT_LOG_MISSING,Medium,pdf:SAMA_CSF.pdf,0
"Identification 
A means for verifying the user’s identity, process, or device, which is 
usually a prerequisite for granting access to system resources.
Incident 
An event that occurred and negatively impacted cybersecurity, whether 
intentional or unintentional.
Integrity 
Protection against unauthorized modification or destruction of 
information, including ensuring information non-repudiation and 
reliability",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_2024_EN.pdf,0
"MP-7(2) 
PROHIBIT USE OF SANITIZATION-RESISTANT MEDIA 
O 
 
MP-8 
Media Downgrading 
O 
 
MP-8(1) 
DOCUMENTATION OF PROCESS 
O 
 
MP-8(2) 
EQUIPMENT TESTING 
O 
 
MP-8(3) 
CONTROLLED UNCLASSIFIED INFORMATION 
O 
 
MP-8(4) 
CLASSIFIED INFORMATION 
O 
 
 
 
 NIST SP 800-53, REV",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"424 
APPENDIX C   CONTROL SUMMARIES .........................................................................................",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"In cases of non-
compliance, corrective actions should be taken 
with a notification to the Regulatory Authority 
and the National Data Management Office and 
documented within the audit findings report",AUDIT_LOG_MISSING,Medium,pdf:DataManagementPersonalDataProtectionStandards.pdf,0
"In-transit control plane data is encrypted by using Transport Layer Security 
(TLS) 1.2 or later",AUDIT_LOG_MISSING,Medium,pdf:Oracle_SAMA_Advisory.pdf,0
"Following the 
expiration of the certificate, the Controller may continue to access Platform Services for a 
grace period of up to five (5) days",AUDIT_LOG_MISSING,Medium,pdf:TheRulesGoverningTheNationalRegisterOfControllersWithinTheKingdomPublicEN.pdf,0
"For example, if an 
individual requests access to data, the organization may not be able to produce the data if the data have 
been distributed or encrypted in ways the organization cannot access",AUDIT_LOG_MISSING,Medium,pdf:NIST_Privacy_Framework.pdf,0
"2- When granting the Data Subject access their Personal Data, the Controller shall 
ensure that no Personal Data identifying another individual is not disclosed",AUDIT_LOG_MISSING,Medium,pdf:ImplementingRegulationPersonalDataProtectionLaw.pdf,0
"It is recommended, 
in this context, to adopt a set of preventive measures, the most prominent of which are:
Conducting Comprehensive and Structured Risk Assessments: Systematic evaluations should be 
conducted across all use cases before adopting any AI system, aiming to identify critical points and po­
tential challenges related to safety, fairness, or regulatory compliance.	
Utilizing Smart Digital Monitoring and Analysis Tools: : Advanced analytical systems should be used 
to automatically classify and monitor risks, including machine learning tools that continuously detect and 
track early indicators of potential threats.
Unifying Documentation Through Interactive Dashboards: Risk assessment results should be docu­
mented in unified dashboards, accessible to governance, cybersecurity, and technology departments, to 
facilitate rapid decision-making and prompt corrective action",AUDIT_LOG_MISSING,Medium,pdf:AIAdoptionFramework.pdf,0
"Cyber security risk
 treatment actions should be
documented in a risk
treatment plan.
3.2.1.4 Cyber Risk Monitoring and Review
Principle
The progress cyber security risk treatment should be monitored and the effectiveness of revised
or newly implemented cyber security controls should be reviewed.
Objective
To ensure that the cyber security risk treatment is performed according to the treatment plans.
To ensure that the revised or newly implemented cyber security controls are effective.
SAMA CSF Control
Consideration
SAMA CSF Language
Company Enables
3.2.1.4-1.a., 1.b.
1",AUDIT_LOG_MISSING,Medium,pdf:SAMA_CSF.pdf,0
"P1 
 
Version History 
June 2020 
Version 1.0 
 
 
Dependencies 
- 
DG.1: Plan 
 
Public
  
 
 
89 
 
 
Domain Name 
Data Sharing and Interoperability 
Domain ID 
DSI 
 
 
Control Name 
Training and Awareness 
Control ID 
DSI.2 
Control 
Description 
As part of the Training and Awareness control, the Entity conduct training on 
the Data Sharing to ensure employees involved in the Data Sharing initiatives 
understand their responsibilities and the consequences of an unauthorized 
disclosure or mishandling of data 
 
Specification 
# 
Specification 
Name 
Control Specification 
Priority 
DSI.2.1 
Data Sharing 
Training 
The Entity shall conduct the Data Sharing 
training for every employee involved in the Data 
Sharing 
initiatives 
to 
ensure 
that 
they 
understand their obligations, responsibilities and 
the consequences of an unauthorized disclosure 
or mishandling of data",AUDIT_LOG_MISSING,Medium,pdf:DataManagementPersonalDataProtectionStandards.pdf,0
"The senior agency official for privacy is responsible for designating which privacy controls the 
organization will treat as program management, common, system-specific, and hybrid controls",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"The Personal Data Importer shall respond to all inquiries and requests of the 
Personal Data Exporter or the Controller within the specified period and 
provide all information requested by the Personal Data Exporter and 
Controller, in addition to providing the Personal Data Exporter or the 
Controller with all information it may request regarding the processing of the 
transferred Personal Data, including any information necessary to enable 
  
    31   
blic
Pu
 :
Classification
 
Document
 
the Controller to prove its compliance with the requirements contained in 
these Clauses or the provisions stipulated in the Law and its Implementing 
Regulations before the Competent Authority",AUDIT_LOG_MISSING,Medium,pdf:StandardContractualClausesForPersonalDataTransferEN.pdf,0
خادم قاعدة بيانات نظام الخزينة (Treasury System) يعمل دون تفعيل سجلات تدقيق على مستوى قاعدة البيانات. جميع استعلامات SQL وعمليات القراءة والكتابة تُنفَّذ دون تسجيل. البيانات المخزّنة تشمل معلومات حساسة عن استثمارات البنك وأوضاع السيولة والمراكز المالية. هذا النقص يتعارض بشكل صريح مع متطلبات الرقابة على أنظمة الخزينة.,AUDIT_LOG_MISSING,Critical,data\imtithal_violations_latest.csv,0
